"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"F2rl3",6.47105269944757e-05,0.415481838544462,0.571,0.322,1,"0","F2rl3"
"Htatsf1",6.63874269601293e-05,0.615731324183679,0.964,0.863,1,"0","Htatsf1"
"Tmem123",6.73378112672703e-05,0.493986345660869,0.982,0.917,1,"0","Tmem123"
"Sptssa",6.78074308412896e-05,0.438391761840691,1,0.995,1,"0","Sptssa"
"Sfxn1",7.02856159112642e-05,0.517667898421633,0.982,0.868,1,"0","Sfxn1"
"Cdk2",7.52915575271727e-05,0.587084697281343,1,0.898,1,"0","Cdk2"
"Pdk1",7.54966690014936e-05,0.521431146618808,0.929,0.854,1,"0","Pdk1"
"Cd79b",7.65248231768217e-05,0.373951087045315,0.661,0.376,1,"0","Cd79b"
"Lcp1",7.73594848488679e-05,0.297868315338139,1,0.917,1,"0","Lcp1"
"Slc35b4",7.86446674412113e-05,0.600498551733425,0.893,0.839,1,"0","Slc35b4"
"Nfkb1",8.28306322960123e-05,0.588871671913093,1,0.946,1,"0","Nfkb1"
"Rab27b",8.46759236892397e-05,0.496035252199637,0.643,0.376,1,"0","Rab27b"
"Emc6",8.98972290701826e-05,0.300231290519502,1,0.863,1,"0","Emc6"
"Sms",9.00340526025094e-05,0.41788931886283,1,0.815,1,"0","Sms"
"Neto2",9.07033517166247e-05,0.525390845722449,0.679,0.444,1,"0","Neto2"
"Pnn",9.13139118950502e-05,0.383788213325877,0.964,0.922,1,"0","Pnn"
"Vcpip1",9.20592118448427e-05,0.655303388492888,0.839,0.756,1,"0","Vcpip1"
"Uba7",9.32355102969435e-05,0.263244936277262,0.929,0.712,1,"0","Uba7"
"Srsf1",9.60625023323576e-05,0.440835380535507,1,0.927,1,"0","Srsf1"
"Cntrl",0.000100210269198033,0.473847950088125,0.946,0.839,1,"0","Cntrl"
"Tsn",0.00010356226390592,0.370576802539833,0.964,0.961,1,"0","Tsn"
"Rpl15",0.00010360831582479,0.268911292042721,1,0.995,1,"0","Rpl15"
"Fcho1",0.000104586254742802,0.328010401347423,0.589,0.332,1,"0","Fcho1"
"Chd2",0.000105624095098554,0.61773800517437,0.929,0.805,1,"0","Chd2"
"Alkbh1",0.000106948042633341,0.321325454807633,0.875,0.776,1,"0","Alkbh1"
"Crlf3",0.000109666803340871,0.458841907629964,1,0.946,1,"0","Crlf3"
"Rfx7",0.000110674027713665,0.388264688757709,0.946,0.854,1,"0","Rfx7"
"Arhgap45",0.000112017698153284,0.324468429578498,0.911,0.644,1,"0","Arhgap45"
"Set",0.000114309279881064,0.358541247631132,1,0.98,1,"0","Set"
"Wac",0.000120991009315703,0.572904737727735,0.964,0.966,1,"0","Wac"
"mt-Nd4",0.000121029412677315,0.268491437635892,1,1,1,"0","mt-Nd4"
"Exosc2",0.00012587732841316,0.250085598433363,0.946,0.766,1,"0","Exosc2"
"Tmem237",0.000126830259133355,0.429550702537204,0.875,0.595,1,"0","Tmem237"
"Tra2b",0.000129142364483874,0.409072383531537,1,0.966,1,"0","Tra2b"
"AI506816",0.000138368854846024,0.522635586025558,1,0.898,1,"0","AI506816"
"Helz",0.000143486176484226,0.400804525656529,0.946,0.839,1,"0","Helz"
"Hmga2",0.000147980107843027,0.35497466821794,1,0.81,1,"0","Hmga2"
"Il2rg",0.000152416748178447,0.327775625255878,0.875,0.659,1,"0","Il2rg"
"Rif1",0.000154407043852158,0.7242668433077,0.857,0.771,1,"0","Rif1"
"Bank1",0.000155977328102279,0.43673257782574,0.339,0.127,1,"0","Bank1"
"Dcun1d1",0.000157929821116244,0.326770759020635,1,0.946,1,"0","Dcun1d1"
"Zfp984",0.000159491994911816,0.459957365126341,0.875,0.712,1,"0","Zfp984"
"Mbd1",0.000163195443145224,0.396548824277349,0.982,0.829,1,"0","Mbd1"
"Hnrnpa0",0.000171177582011426,0.304266265818903,1,0.985,1,"0","Hnrnpa0"
"Gypc",0.000172360982795066,0.518844026477807,1,0.81,1,"0","Gypc"
"Sh3bgrl",0.000172465220390635,0.564983728516203,0.946,0.907,1,"0","Sh3bgrl"
"Satb1",0.0001742486993763,0.591110256688109,0.75,0.522,1,"0","Satb1"
"Dnmt3a",0.000175102701809705,0.252099749358814,1,0.863,1,"0","Dnmt3a"
"Map7",0.000182908554375639,0.542469906405433,0.821,0.527,1,"0","Map7"
"Ptpre",0.000185827241049659,0.330295031003285,0.946,0.693,1,"0","Ptpre"
"Pgap2",0.000188059385071291,0.326664254546771,1,0.79,1,"0","Pgap2"
"Cdk6",0.000197831305009694,0.651698520244566,0.893,0.741,1,"0","Cdk6"
"Cd47",0.000205446112461505,0.374034136528148,1,0.971,1,"0","Cd47"
"Ctla2a",0.000205528461611015,0.265915484593908,0.821,0.62,1,"0","Ctla2a"
"Ddx18",0.000206038803546201,0.569195232554664,0.982,0.868,1,"0","Ddx18"
"Klhl3",0.000220194484022572,0.300629096574822,0.625,0.361,1,"0","Klhl3"
"Tpm3",0.000220558251581646,0.328508251202456,1,1,1,"0","Tpm3"
"Tbl1x",0.000224558331813705,0.511621958366303,0.946,0.937,1,"0","Tbl1x"
"Pwp1",0.000233511250514582,0.509223018815515,0.911,0.766,1,"0","Pwp1"
"Rbm25",0.000238499465125219,0.356827095677411,1,0.961,1,"0","Rbm25"
"4921507P07Rik",0.00023916008174475,0.351836759510049,0.286,0.098,1,"0","4921507P07Rik"
"Trim44",0.000243992858522425,0.421931082240845,0.964,0.946,1,"0","Trim44"
"Ddx10",0.00024784881424649,0.408565805277387,0.946,0.805,1,"0","Ddx10"
"Dnaja1",0.000248000561741269,0.359829971481523,1,0.961,1,"0","Dnaja1"
"Stk16",0.000250563650302543,0.387352977838833,0.893,0.795,1,"0","Stk16"
"Cmtm7",0.000252886335126325,0.253229027316718,0.946,0.849,1,"0","Cmtm7"
"Phip",0.000257855801791254,0.512911038867763,1,0.961,1,"0","Phip"
"As3mt",0.000264832594630703,0.64966330558655,0.804,0.678,1,"0","As3mt"
"Dtl",0.000270157161025203,0.577645802554669,0.929,0.737,1,"0","Dtl"
"Wdr77",0.000291554631536771,0.553033426682469,0.964,0.839,1,"0","Wdr77"
"Bora",0.000296956802726723,0.332412800942907,0.911,0.688,1,"0","Bora"
"Mapk14",0.00029877469889204,0.33175129814188,1,0.966,1,"0","Mapk14"
"Sgf29",0.000306388075596983,0.296899040726903,0.804,0.805,1,"0","Sgf29"
"Taf1d",0.000306888315019456,0.4131622232474,1,0.893,1,"0","Taf1d"
"Pabpn1",0.000310052927863173,0.378325231168119,1,0.922,1,"0","Pabpn1"
"Arntl",0.000315522058773346,0.33923683607493,0.661,0.488,1,"0","Arntl"
"Map4k1",0.00031849041372359,0.287224975141345,0.982,0.698,1,"0","Map4k1"
"Psph",0.000322573247542556,0.330539477658263,0.804,0.595,1,"0","Psph"
"Tes",0.000322986912166894,0.631711031304964,0.929,0.893,1,"0","Tes"
"Hdgf",0.000337830655754384,0.422867878828831,1,0.961,1,"0","Hdgf"
"Vbp1",0.000347434923868544,0.376180373332694,0.964,0.863,1,"0","Vbp1"
"Usp25",0.000367553950429885,0.341611476443525,0.964,0.82,1,"0","Usp25"
"Kif2a",0.000370708931307147,0.446159160884688,0.911,0.878,1,"0","Kif2a"
"Slc25a15",0.000370720475229421,0.544683691026707,0.75,0.517,1,"0","Slc25a15"
"Jak2",0.000374101198175303,0.812562984697711,0.893,0.78,1,"0","Jak2"
"Kcnq1ot1",0.000379672717950488,0.752009188253744,0.929,0.815,1,"0","Kcnq1ot1"
"Mob1a",0.000384580996091562,0.4589129466917,1,0.966,1,"0","Mob1a"
"Phgdh",0.000384680149633093,0.465445158320131,1,0.868,1,"0","Phgdh"
"Xiap",0.000391675801595911,0.443082056794325,0.964,0.898,1,"0","Xiap"
"Supt20",0.000392872934640459,0.616118838031104,1,0.922,1,"0","Supt20"
"Nono",0.000408575493120049,0.370156167857439,1,0.961,1,"0","Nono"
"Proser1",0.000412604909914601,0.270771842619172,0.929,0.737,1,"0","Proser1"
"Atf1",0.000420499126605919,0.35757495799802,0.893,0.785,1,"0","Atf1"
"Slf1",0.000428066244570911,0.3206743557713,0.696,0.59,1,"0","Slf1"
"Atad2",0.000448346366665734,0.584657508950416,0.929,0.746,1,"0","Atad2"
"Lrrfip1",0.000474598372113667,0.30436217709645,1,0.937,1,"0","Lrrfip1"
"Klhl23",0.000477138285599455,0.572117282219713,0.857,0.629,1,"0","Klhl23"
"Srebf1",0.000477992747601623,0.285573861889652,0.946,0.741,1,"0","Srebf1"
"Slu7",0.000481695858601185,0.323761950648962,0.964,0.732,1,"0","Slu7"
"Ppil1",0.000491317901207758,0.38912980070266,0.911,0.805,1,"0","Ppil1"
"Slc38a2",0.000496735500049912,0.304004785289183,1,0.976,1,"0","Slc38a2"
"Adgrg1",0.000499963830456183,0.402461454889367,1,0.805,1,"0","Adgrg1"
"Tpi1",0.000504182189775793,0.327378418467466,1,0.971,1,"0","Tpi1"
"Rnf220",0.000510876773701019,0.388805128430149,1,0.917,1,"0","Rnf220"
"Cct2",0.000519462552885383,0.258713653175997,1,1,1,"0","Cct2"
"Topbp1",0.000543717444168924,0.442425431694299,1,0.873,1,"0","Topbp1"
"Urod",0.000555818013091583,0.268278935778541,0.893,0.839,1,"0","Urod"
"Vps4b",0.00055623457956989,0.507025277596327,0.982,0.917,1,"0","Vps4b"
"Ppp3ca",0.000563595923214153,0.442242479602605,1,0.976,1,"0","Ppp3ca"
"Eif3a",0.000563615353619025,0.371451934907838,1,0.985,1,"0","Eif3a"
"Taok3",0.000568915005498928,0.415467240585344,0.857,0.6,1,"0","Taok3"
"Arhgef18",0.000571226704347193,0.450167388799987,0.786,0.61,1,"0","Arhgef18"
"Sypl",0.000576152288267946,0.342348791199013,1,0.961,1,"0","Sypl"
"Tfdp1",0.000578632956674878,0.494258665468869,0.964,0.859,1,"0","Tfdp1"
"Slc1a5",0.000621535095317215,0.292802537263452,0.964,0.849,1,"0","Slc1a5"
"Eif4e",0.000636993532287496,0.380229533544041,0.964,0.912,1,"0","Eif4e"
"Angel2",0.000668487729398481,0.501315541544344,0.911,0.878,1,"0","Angel2"
"Mast3",0.000670165702980098,0.273744349006929,0.857,0.737,1,"0","Mast3"
"Acat1",0.000674429038531474,0.266185688358292,1,0.888,1,"0","Acat1"
"Mier3",0.000690411859925236,0.490973171079437,0.804,0.624,1,"0","Mier3"
"Pcmt1",0.000706384194517146,0.386949792246329,0.982,0.922,1,"0","Pcmt1"
"Tab2",0.000717928381137151,0.394656762951213,1,0.976,1,"0","Tab2"
"Smpdl3a",0.00072149351800255,0.380129474062973,0.893,0.78,1,"0","Smpdl3a"
"Cdk19",0.000734486179384351,0.444430822056892,0.929,0.854,1,"0","Cdk19"
"Champ1",0.00077977443043541,0.553459742154007,0.857,0.702,1,"0","Champ1"
"Sltm",0.000782632206756377,0.406400659093638,1,0.937,1,"0","Sltm"
"Cep41",0.000786772470315526,0.575382243366677,0.643,0.483,1,"0","Cep41"
"Pds5a",0.000788702368303056,0.504796079395352,1,0.956,1,"0","Pds5a"
"Cryl1",0.000793286279106744,0.277631308969246,0.786,0.541,1,"0","Cryl1"
"Etfrf1",0.000795254016493112,0.329989759052325,0.554,0.371,1,"0","Etfrf1"
"Rilpl2",0.000819099965021517,0.302272686500414,0.911,0.751,1,"0","Rilpl2"
"Zfx",0.000838254087474827,0.347048475875158,0.929,0.834,1,"0","Zfx"
"Tbp",0.000843556523117803,0.299840031493271,0.875,0.8,1,"0","Tbp"
"Uba2",0.000871890365317042,0.472499103452191,1,0.937,1,"0","Uba2"
"Dalrd3",0.000880539115949828,0.278035782408852,1,0.79,1,"0","Dalrd3"
"Nmral1",0.000922910546838124,0.322135044642765,0.804,0.668,1,"0","Nmral1"
"Kmt2a",0.000937078729711863,0.361224743111074,0.893,0.893,1,"0","Kmt2a"
"H2afz",0.000937216049294546,0.317935989725959,1,0.985,1,"0","H2afz"
"Etaa1",0.000952738723738582,0.734794700692878,0.643,0.551,1,"0","Etaa1"
"Haus4",0.00095871028958852,0.319871833209363,0.893,0.785,1,"0","Haus4"
"Vav1",0.000977533044114785,0.334587441773457,0.804,0.585,1,"0","Vav1"
"Sfi1",0.00097779739081457,0.469677068033898,0.768,0.629,1,"0","Sfi1"
"Tti1",0.00100107026147371,0.403223656845316,0.75,0.668,1,"0","Tti1"
"Cat",0.00100946668011352,0.328790159299804,1,0.888,1,"0","Cat"
"Cdc7",0.00103064252158111,0.67080959788387,0.732,0.668,1,"0","Cdc7"
"Vill",0.00103119983448451,0.383114157127463,0.625,0.454,1,"0","Vill"
"Stam",0.00103496246088221,0.57630229821205,0.786,0.756,1,"0","Stam"
"Ubr7",0.00103674667689912,0.342929500242133,0.946,0.785,1,"0","Ubr7"
"Pole",0.00106794708293355,0.354958863477366,0.875,0.761,1,"0","Pole"
"Strap",0.00107953909838907,0.369366859563613,1,0.941,1,"0","Strap"
"Cox7a2l",0.00108014113397753,0.271861063112582,1,0.995,1,"0","Cox7a2l"
"Zfp706",0.00110276873844992,0.533646729367789,1,0.946,1,"0","Zfp706"
"Msh2",0.00111283688404728,0.446587611383376,0.964,0.78,1,"0","Msh2"
"Cstf2",0.00115702046054277,0.373306403590846,0.964,0.863,1,"0","Cstf2"
"Smc2",0.00117571301729964,0.443515900971202,0.911,0.8,1,"0","Smc2"
"Stxbp2",0.00122068712819665,0.320339114425893,0.982,0.737,1,"0","Stxbp2"
"Gm5141",0.00122270923447573,0.297258739557623,0.321,0.141,1,"0","Gm5141"
"Triobp",0.00125059061774588,0.287490300881163,0.982,0.888,1,"0","Triobp"
"Sinhcaf",0.0012574948127863,0.341200471745078,0.964,0.712,1,"0","Sinhcaf"
"Pygl",0.00127528248036808,0.314987222843533,0.875,0.741,1,"0","Pygl"
"Mef2c",0.00128063503531643,0.397066328621031,0.982,0.859,1,"0","Mef2c"
"Mga",0.00132445352456072,0.456660848210421,0.857,0.907,1,"0","Mga"
"Cnot6",0.00133224407012348,0.426215046602797,1,0.951,1,"0","Cnot6"
"Stard7",0.00134987137928871,0.362925018959587,0.964,0.937,1,"0","Stard7"
"Gm16536",0.00139301233994279,0.475097432395924,0.661,0.537,1,"0","Gm16536"
"Cep68",0.0013936531618614,0.572041143308213,0.946,0.902,1,"0","Cep68"
"Tfdp2",0.00140133654245614,0.446785854252666,0.857,0.737,1,"0","Tfdp2"
"Rap1a",0.00140261171364408,0.290034179034683,0.964,0.893,1,"0","Rap1a"
"Gnai3",0.00142782093635056,0.522729482434695,1,0.951,1,"0","Gnai3"
"Ahcyl1",0.00143138945637191,0.304828089528189,0.982,0.927,1,"0","Ahcyl1"
"Sox4",0.00143554681058727,0.393489707191027,0.982,0.839,1,"0","Sox4"
"Gm13212",0.00145018153675985,0.408928774836369,0.857,0.727,1,"0","Gm13212"
"Smc3",0.00146791383131673,0.419255839835374,1,0.956,1,"0","Smc3"
"Jpt2",0.00147374835318335,0.409071175842679,0.964,0.824,1,"0","Jpt2"
"Kpna3",0.00149810786697098,0.434675146140926,0.929,0.8,1,"0","Kpna3"
"Pml",0.0015805195394045,0.34819213481522,0.982,0.878,1,"0","Pml"
"Nup50",0.00158794174003278,0.500821330177084,0.929,0.859,1,"0","Nup50"
"Atrx",0.00159420789674907,0.31430168775568,1,0.961,1,"0","Atrx"
"R3hdm1",0.00159709322675801,0.484386566928166,0.946,0.927,1,"0","R3hdm1"
"Zfp687",0.00159813344800911,0.338051350716939,0.786,0.722,1,"0","Zfp687"
"Trim12a",0.0016081467556055,0.333713632320831,0.661,0.473,1,"0","Trim12a"
"Coro7",0.00162092780712929,0.265646274378159,0.929,0.859,1,"0","Coro7"
"Abca2",0.00162334527364708,0.331711328608754,0.75,0.517,1,"0","Abca2"
"Abcc1",0.00165245304184079,0.279656844500146,1,0.785,1,"0","Abcc1"
"Cbfb",0.00166967928328746,0.380979082173867,1,0.912,1,"0","Cbfb"
"Anp32b",0.00168369766643923,0.301667012774444,1,0.956,1,"0","Anp32b"
"Nbn",0.00170514571437582,0.520680066627143,0.821,0.732,1,"0","Nbn"
"Fgfr1op2",0.0017309698038869,0.292565043789414,0.929,0.883,1,"0","Fgfr1op2"
"Nipbl",0.00176480721967661,0.333261051314094,0.929,0.951,1,"0","Nipbl"
"Rb1cc1",0.00177552321301765,0.395053082063303,0.946,0.849,1,"0","Rb1cc1"
"Rnf227",0.00178625234377333,0.342522488498868,0.339,0.166,1,"0","Rnf227"
"Ctnnal1",0.00179471802092033,0.541503061034442,0.714,0.605,1,"0","Ctnnal1"
"Nktr",0.00180848194839207,0.430215602034902,0.804,0.659,1,"0","Nktr"
"Fiz1",0.00181561318960245,0.282822107275613,0.911,0.868,1,"0","Fiz1"
"Mbnl3",0.00186832816699381,0.292998041619562,0.5,0.317,1,"0","Mbnl3"
"Rnmt",0.0018718330132226,0.333115565307906,0.929,0.863,1,"0","Rnmt"
"Lcp2",0.00187294256611362,0.250521147647567,0.893,0.585,1,"0","Lcp2"
"Ppp1r13b",0.00188730739501906,0.668671738989476,0.964,0.829,1,"0","Ppp1r13b"
"Xpr1",0.00190304499076982,0.302351496132788,0.911,0.805,1,"0","Xpr1"
"Cdk4",0.0019285443303725,0.29355992189924,1,0.966,1,"0","Cdk4"
"Ankle2",0.00194205995996063,0.494833275660136,0.946,0.795,1,"0","Ankle2"
"Tut4",0.00196418282587969,0.334710802060232,1,0.907,1,"0","Tut4"
"Atad1",0.00198320643356554,0.585753445880916,0.911,0.854,1,"0","Atad1"
"Srsf10",0.00199242177371477,0.338078044059509,1,0.922,1,"0","Srsf10"
"Rbm43",0.00204964252196782,0.385039198008614,0.821,0.732,1,"0","Rbm43"
"Slbp",0.00205242450777397,0.533430822896152,0.929,0.893,1,"0","Slbp"
"Kdm3b",0.00206011269416262,0.316996606851401,0.982,0.839,1,"0","Kdm3b"
"Ddx46",0.00208518840068788,0.311232810925842,1,0.898,1,"0","Ddx46"
"Ubxn2a",0.0021046429570569,0.312665800806127,0.643,0.488,1,"0","Ubxn2a"
"Zfp281",0.0021192254947223,0.311902960584921,0.929,0.82,1,"0","Zfp281"
"Srsf11",0.00215410103150283,0.313739991463184,0.982,0.956,1,"0","Srsf11"
"Ctcf",0.00215766474542552,0.398500522861097,0.911,0.932,1,"0","Ctcf"
"Ppp1cb",0.00216179817472909,0.319503873253334,1,0.971,1,"0","Ppp1cb"
"Ankrd10",0.0022048326929521,0.386063660500793,1,0.946,1,"0","Ankrd10"
"Wasf2",0.00220504192175755,0.251151150617085,1,0.951,1,"0","Wasf2"
"Mecom",0.00223990490631252,0.379962247117831,0.982,0.8,1,"0","Mecom"
"Cep85",0.00224753914253885,0.50366580647188,0.839,0.863,1,"0","Cep85"
"Cnot2",0.00229238656848326,0.409002161494307,0.964,0.927,1,"0","Cnot2"
"Als2",0.0023381152335445,0.411803068495644,0.768,0.615,1,"0","Als2"
"Lonp2",0.0023391554703448,0.566159305921613,0.911,0.844,1,"0","Lonp2"
"Lig1",0.00235362455638826,0.364382154582828,0.911,0.79,1,"0","Lig1"
"Tmem98",0.002414091312351,0.304731485803844,0.839,0.61,1,"0","Tmem98"
"Smc5",0.00242473271701972,0.448008908309912,1,0.873,1,"0","Smc5"
"Snx10",0.00244727928518485,0.318381538020434,0.732,0.615,1,"0","Snx10"
"Sp100",0.00248674110912059,0.3222231667374,0.5,0.298,1,"0","Sp100"
"Smc4",0.00249725093181301,0.468342928422154,0.946,0.922,1,"0","Smc4"
"Ssrp1",0.0025020393333666,0.382894004333326,1,0.985,1,"0","Ssrp1"
"Nudcd1",0.0025608884012475,0.667249720968154,0.75,0.663,1,"0","Nudcd1"
"Ripor2",0.00257359841817129,0.294986029934008,0.857,0.644,1,"0","Ripor2"
"Ppip5k2",0.00261318058075054,0.470196991274479,0.893,0.8,1,"0","Ppip5k2"
"Eif5",0.00263741433058643,0.34395926792124,1,1,1,"0","Eif5"
"Zfp141",0.00264550710747791,0.527427527587442,0.571,0.463,1,"0","Zfp141"
"Impa1",0.00265726975526489,0.399962113011556,0.857,0.82,1,"0","Impa1"
"Ptma",0.00272537845997884,0.262966409686897,1,1,1,"0","Ptma"
"Slc29a3",0.00277812627317234,0.475035063572207,0.625,0.468,1,"0","Slc29a3"
"Arfrp1",0.00280575866228189,0.286095907117204,0.839,0.741,1,"0","Arfrp1"
"Rbpms",0.0028192035881133,0.357689624820371,0.964,0.878,1,"0","Rbpms"
"Trp53",0.00288727389529223,0.435060369741745,1,0.922,1,"0","Trp53"
"Nsmaf",0.00289008036551983,0.388785873261387,0.946,0.873,1,"0","Nsmaf"
"Pdha1",0.00290834823115461,0.303118263738017,1,0.946,1,"0","Pdha1"
"Timm21",0.00293661082154983,0.312342543052401,0.839,0.751,1,"0","Timm21"
"Rcl1",0.00297049840685125,0.46664098006006,0.75,0.629,1,"0","Rcl1"
"Cdca2",0.00300773047958007,0.439178792887556,0.714,0.532,1,"0","Cdca2"
"Ahcy",0.00301387749818461,0.259032609417141,1,0.883,1,"0","Ahcy"
"Cmip",0.00302072344485221,0.477128833534065,0.893,0.771,1,"0","Cmip"
"Dna2",0.00306957827512304,0.322805888171722,0.857,0.702,1,"0","Dna2"
"Srsf6",0.00308458607106876,0.391540205876936,1,0.98,1,"0","Srsf6"
"Ogfrl1",0.00320700804592753,0.433254172190934,0.857,0.746,1,"0","Ogfrl1"
"Ccdc77",0.0032156598676773,0.470841003560309,0.804,0.629,1,"0","Ccdc77"
"Rnaseh2b",0.00322367658512457,0.262084210482572,0.893,0.771,1,"0","Rnaseh2b"
"Ulbp1",0.00323241592857243,0.374390145658935,0.536,0.356,1,"0","Ulbp1"
"Atad3a",0.00324635127044731,0.397187851336392,0.875,0.854,1,"0","Atad3a"
"Erap1",0.00327149260076807,0.393939508374567,0.929,0.751,1,"0","Erap1"
"Tmem173",0.00328664259511441,0.388536769510422,0.821,0.693,1,"0","Tmem173"
"St3gal4",0.00343068251072613,0.332680095083309,0.732,0.62,1,"0","St3gal4"
"Avl9",0.00347894888221185,0.421725176189674,0.786,0.634,1,"0","Avl9"
"Pcdh7",0.00352309826174028,0.379107174319597,0.589,0.39,1,"0","Pcdh7"
"Srrm1",0.00364610515972201,0.28395891078348,1,0.971,1,"0","Srrm1"
"Rbbp8",0.00366231475770438,0.608528751727113,0.875,0.737,1,"0","Rbbp8"
"Msl1",0.0036664395889986,0.321319887496918,0.982,0.932,1,"0","Msl1"
"Cstf2t",0.00368176939354547,0.426191816407231,0.911,0.8,1,"0","Cstf2t"
"Zfp422",0.00368292236003462,0.377504465511829,1,0.893,1,"0","Zfp422"
"Gm42047",0.00370369507907095,0.670620326602865,0.768,0.659,1,"0","Gm42047"
"Ncoa4",0.00371607375879434,0.333417177451877,1,0.956,1,"0","Ncoa4"
"Tfec",0.00382385464247821,0.362041165081438,0.589,0.356,1,"0","Tfec"
"Armc10",0.00385221354965631,0.405364889998381,0.911,0.922,1,"0","Armc10"
"Tnfrsf13b",0.00390128462492603,0.252885270898573,0.696,0.459,1,"0","Tnfrsf13b"
"Mtdh",0.00416618172209854,0.377642643192363,1,0.99,1,"0","Mtdh"
"Dhx15",0.00429505622107787,0.287425509264713,1,0.922,1,"0","Dhx15"
"Spop",0.00432473593492741,0.323442825666079,1,0.941,1,"0","Spop"
"Hnrnpr",0.00438094583735815,0.26294033723431,1,0.966,1,"0","Hnrnpr"
"Pole4",0.00440954377412655,0.308090873502191,0.964,0.868,1,"0","Pole4"
"Insr",0.00448373783051368,0.517929022546752,0.893,0.78,1,"0","Insr"
"Ubac2",0.00449059020292657,0.333145195438516,0.911,0.859,1,"0","Ubac2"
"Tiprl",0.00456720801752699,0.330477268265912,0.929,0.829,1,"0","Tiprl"
"Scarb1",0.00469986699494777,0.325134705454205,0.857,0.756,1,"0","Scarb1"
"Nop58",0.00472874008274014,0.381522960284398,0.946,0.859,1,"0","Nop58"
"Msh3",0.00480080410635058,0.376788873618398,0.732,0.595,1,"0","Msh3"
"Ptbp1",0.00484204347335229,0.310989576178833,1,0.995,1,"0","Ptbp1"
"Sf3b3",0.00489856341979683,0.379671598766271,1,0.927,1,"0","Sf3b3"
"Nap1l1",0.00490261603568466,0.323575669500598,1,0.995,1,"0","Nap1l1"
"Cbfa2t3",0.00491426630109094,0.336680206185317,1,0.878,1,"0","Cbfa2t3"
"Prpf31",0.00493089231880891,0.411617379353263,0.875,0.741,1,"0","Prpf31"
"Inpp5b",0.00498205550632836,0.446592952490927,0.857,0.717,1,"0","Inpp5b"
"Umps",0.00502059838520048,0.461622561384182,0.857,0.854,1,"0","Umps"
"Trpc6",0.0050747023005304,0.294133679890805,0.714,0.566,1,"0","Trpc6"
"1700123O20Rik",0.00509130948364836,0.295658655905394,0.804,0.727,1,"0","1700123O20Rik"
"Rnf213",0.00515702612057038,0.341812389379222,0.964,0.785,1,"0","Rnf213"
"Ash1l",0.00523678159450068,0.570906228545773,0.821,0.815,1,"0","Ash1l"
"Pphln1",0.00526930095803861,0.562234710682584,0.821,0.815,1,"0","Pphln1"
"Mcm4",0.00528518893848283,0.46093950383417,1,0.863,1,"0","Mcm4"
"Senp7",0.00530372526700176,0.437950182482137,0.732,0.6,1,"0","Senp7"
"Mff",0.00544455408121019,0.366361777018466,0.982,0.839,1,"0","Mff"
"Immt",0.00546341801977754,0.287534224934581,0.964,0.898,1,"0","Immt"
"Mbtps2",0.00549034822657297,0.531607041889501,0.786,0.678,1,"0","Mbtps2"
"Rcc2",0.00550412119218332,0.265792873046101,1,0.907,1,"0","Rcc2"
"G3bp2",0.00563581240950898,0.333089103140282,0.964,0.902,1,"0","G3bp2"
"Golph3l",0.00564488662575508,0.451871985583302,0.804,0.654,1,"0","Golph3l"
"Zfp68",0.00571503101649683,0.485614425072578,0.929,0.834,1,"0","Zfp68"
"Peli1",0.005814582969425,0.331976733782025,0.946,0.839,1,"0","Peli1"
"Taf8",0.00581854088392304,0.306451178508947,0.75,0.585,1,"0","Taf8"
"Sp4",0.00582670019818991,0.270178718573837,0.643,0.483,1,"0","Sp4"
